timestamp_utc,forecast_mw,forecast_25_mw,forecast_75_mw,actual_mw
2017-04-15T04:39:44Z,2.874425634,1.588064071,5.617920994,11.7466667
2017-04-15T04:54:44Z,2.874425634,1.588064071,5.617920994,4.5866667
2017-04-15T05:09:44Z,2.234802007,1.588064071,4.115930746,2.145
2017-04-15T05:24:44Z,1.919372025,1.588064071,4.115930746,1.7683333
2017-04-15T05:39:44Z,2.059604928,1.588064071,4.115930746,2.005
2017-04-15T05:54:44Z,1.885675443,1.588064071,4.115930746,1.6033333
2017-04-15T06:09:44Z,1.819108761,1.502164026,4.115930746,1.52
2017-04-15T06:24:44Z,1.91089177,1.588064071,4.115930746,1.6833333
2017-04-15T06:39:44Z,2.159907971,1.509924284,4.453544908,1.44
2017-04-15T06:54:44Z,2.159907971,1.509924284,4.453544908,1.4233333
2017-04-15T07:09:44Z,2.224130434,1.985687868,4.453544908,2.1066667
2017-04-15T07:24:44Z,2.620011268,1.985687868,4.453544908,2.6216667
2017-04-15T07:39:44Z,2.753458382,1.985687868,4.453544908,2.8583333
2017-04-15T07:54:44Z,2.717307491,1.985687868,4.453544908,2.8466667
2017-04-15T08:09:44Z,3.247355035,1.985687868,4.856771982,3.8116667
2017-04-15T08:24:44Z,3.372764403,1.985687868,5.988645392,5.2
2017-04-15T08:39:44Z,3.986201489,2.39114951,7.452968313,7.6516667
2017-04-15T08:54:44Z,3.986201489,2.39114951,7.452968313,8.3066667
2017-04-15T09:09:44Z,3.960961065,2.39114951,5.448055168,4.3316667
2017-04-15T09:24:44Z,3.122110829,2.39114951,5.24423504,3.1466667
2017-04-15T09:39:44Z,3.986201489,2.39114951,5.705363573,4.6583333
2017-04-15T09:54:44Z,3.80435097,2.39114951,5.24423504,4.15
2017-04-15T10:09:44Z,3.986201489,2.39114951,5.619273101,4.5733333
2017-04-15T10:24:44Z,2.700259147,1.725523041,5.24423504,1.6316667
2017-04-15T10:39:44Z,1.819108761,1.15013974,4.115930746,1.1983333
2017-04-15T10:54:44Z,2.653329841,1.588064071,4.115930746,2.9533333
